conversation,character,personality,category,profession,turn,opinion,topic
conversation_8,Noah Sinclair,INFP,Highly Flexible,Writer,5,0,Food provides energy for the body
conversation_8,Noah Sinclair,INFP,Highly Flexible,Writer,6,0,Food provides energy for the body
conversation_8,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,1,Food provides energy for the body
conversation_8,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,1,Food provides energy for the body
conversation_8,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,0,Food provides energy for the body
conversation_8,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,1,Food provides energy for the body
conversation_8,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,1,Food provides energy for the body
conversation_8,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,1,Food provides energy for the body
conversation_8,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,0,Food provides energy for the body
conversation_8,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,0,-1,Food provides energy for the body
conversation_8,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,1,0.7,Food provides energy for the body
conversation_8,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,2,1,Food provides energy for the body
conversation_8,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,3,1,Food provides energy for the body
conversation_8,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,4,1,Food provides energy for the body
conversation_8,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,5,1,Food provides energy for the body
conversation_8,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,6,0,Food provides energy for the body
conversation_9,Jackson Moore,ESTP,Moderately Rigid,Paramedic,0,1,Food provides energy for the body
conversation_9,Jackson Moore,ESTP,Moderately Rigid,Paramedic,1,1,Food provides energy for the body
conversation_9,Jackson Moore,ESTP,Moderately Rigid,Paramedic,2,1,Food provides energy for the body
conversation_9,Jackson Moore,ESTP,Moderately Rigid,Paramedic,3,0,Food provides energy for the body
conversation_9,Jackson Moore,ESTP,Moderately Rigid,Paramedic,4,0.7,Food provides energy for the body
conversation_9,Jackson Moore,ESTP,Moderately Rigid,Paramedic,5,1,Food provides energy for the body
conversation_9,Jackson Moore,ESTP,Moderately Rigid,Paramedic,6,1,Food provides energy for the body
conversation_9,Noah Sinclair,INFP,Highly Flexible,Writer,0,-1,Food provides energy for the body
conversation_9,Noah Sinclair,INFP,Highly Flexible,Writer,1,0,Food provides energy for the body
conversation_9,Noah Sinclair,INFP,Highly Flexible,Writer,2,0.3,Food provides energy for the body
conversation_9,Noah Sinclair,INFP,Highly Flexible,Writer,3,0.7,Food provides energy for the body
conversation_9,Noah Sinclair,INFP,Highly Flexible,Writer,4,0,Food provides energy for the body
conversation_9,Noah Sinclair,INFP,Highly Flexible,Writer,5,1,Food provides energy for the body
conversation_9,Noah Sinclair,INFP,Highly Flexible,Writer,6,0,Food provides energy for the body
conversation_9,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,0,1,Food provides energy for the body
conversation_9,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,1,1,Food provides energy for the body
conversation_9,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,2,0.7,Food provides energy for the body
conversation_9,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,3,1,Food provides energy for the body
conversation_9,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,4,1,Food provides energy for the body
conversation_9,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,5,1,Food provides energy for the body
conversation_9,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,6,1,Food provides energy for the body
conversation_9,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,-1,Food provides energy for the body
conversation_9,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,1,Food provides energy for the body
conversation_9,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,0,Food provides energy for the body
conversation_9,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,0.7,Food provides energy for the body
conversation_9,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,1,Food provides energy for the body
conversation_9,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,0,Food provides energy for the body
conversation_9,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,1,Food provides energy for the body
conversation_10,Henry Walsh,ESTJ,Highy rigid,Military Officer,0,1,Food provides energy for the body
conversation_10,Henry Walsh,ESTJ,Highy rigid,Military Officer,1,1,Food provides energy for the body
conversation_10,Henry Walsh,ESTJ,Highy rigid,Military Officer,2,1,Food provides energy for the body
conversation_10,Henry Walsh,ESTJ,Highy rigid,Military Officer,3,0,Food provides energy for the body
conversation_10,Henry Walsh,ESTJ,Highy rigid,Military Officer,4,0,Food provides energy for the body
conversation_10,Henry Walsh,ESTJ,Highy rigid,Military Officer,5,0,Food provides energy for the body
conversation_10,Henry Walsh,ESTJ,Highy rigid,Military Officer,6,1,Food provides energy for the body
conversation_10,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,-1,Food provides energy for the body
conversation_10,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,1,Food provides energy for the body
conversation_10,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,0,Food provides energy for the body
conversation_10,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,0,Food provides energy for the body
conversation_10,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,0,Food provides energy for the body
conversation_10,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,0,Food provides energy for the body
conversation_10,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,1,Food provides energy for the body
conversation_10,Mason King,ISFP,Moderately Flexible,Social Worker,0,1,Food provides energy for the body
conversation_10,Mason King,ISFP,Moderately Flexible,Social Worker,1,0.6,Food provides energy for the body
conversation_10,Mason King,ISFP,Moderately Flexible,Social Worker,2,0.3,Food provides energy for the body
conversation_10,Mason King,ISFP,Moderately Flexible,Social Worker,3,0.6,Food provides energy for the body
conversation_10,Mason King,ISFP,Moderately Flexible,Social Worker,4,0,Food provides energy for the body
conversation_10,Mason King,ISFP,Moderately Flexible,Social Worker,5,0.7,Food provides energy for the body
conversation_10,Mason King,ISFP,Moderately Flexible,Social Worker,6,0,Food provides energy for the body
conversation_10,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,0,-1,Food provides energy for the body
conversation_10,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,1,1,Food provides energy for the body
conversation_10,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,2,1,Food provides energy for the body
conversation_10,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,3,0,Food provides energy for the body
conversation_10,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,4,1,Food provides energy for the body
conversation_10,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,5,1,Food provides energy for the body
conversation_10,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,6,0,Food provides energy for the body
conversation_11,Jackson Moore,ESTP,Moderately Rigid,Paramedic,0,1,Food provides energy for the body
conversation_11,Jackson Moore,ESTP,Moderately Rigid,Paramedic,1,1,Food provides energy for the body
conversation_11,Jackson Moore,ESTP,Moderately Rigid,Paramedic,2,1,Food provides energy for the body
conversation_11,Jackson Moore,ESTP,Moderately Rigid,Paramedic,3,1,Food provides energy for the body
conversation_11,Jackson Moore,ESTP,Moderately Rigid,Paramedic,4,1,Food provides energy for the body
conversation_11,Jackson Moore,ESTP,Moderately Rigid,Paramedic,5,0,Food provides energy for the body
conversation_11,Jackson Moore,ESTP,Moderately Rigid,Paramedic,6,1,Food provides energy for the body
conversation_11,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,-1,Food provides energy for the body
conversation_11,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,1,Food provides energy for the body
conversation_11,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,1,Food provides energy for the body
conversation_11,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,1,Food provides energy for the body
conversation_11,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,1,Food provides energy for the body
conversation_11,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,1,Food provides energy for the body
conversation_11,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,0.7,Food provides energy for the body
conversation_11,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,1,Food provides energy for the body
conversation_11,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,1,Food provides energy for the body
conversation_11,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,1,Food provides energy for the body
conversation_11,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,1,Food provides energy for the body
conversation_11,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,0,Food provides energy for the body
conversation_11,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,0,Food provides energy for the body
conversation_11,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,0,Food provides energy for the body
conversation_11,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,-1,Food provides energy for the body
conversation_11,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,1,Food provides energy for the body
conversation_11,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,1,Food provides energy for the body
conversation_11,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,1,Food provides energy for the body
conversation_11,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,1,Food provides energy for the body
conversation_11,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,1,Food provides energy for the body
conversation_11,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,1,Food provides energy for the body
conversation_12,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,1,Food provides energy for the body
conversation_12,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,1,Food provides energy for the body
conversation_12,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,1,Food provides energy for the body
conversation_12,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,0,Food provides energy for the body
conversation_12,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,1,Food provides energy for the body
conversation_12,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,0,Food provides energy for the body
conversation_12,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,0,Food provides energy for the body
conversation_12,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,-1,Food provides energy for the body
conversation_12,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,1,Food provides energy for the body
conversation_12,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,1,Food provides energy for the body
conversation_12,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,1,Food provides energy for the body
conversation_12,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,0,Food provides energy for the body
conversation_12,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,1,Food provides energy for the body
conversation_12,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,0,Food provides energy for the body
conversation_12,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,1,Food provides energy for the body
conversation_12,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,0,Food provides energy for the body
conversation_12,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,1,Food provides energy for the body
conversation_12,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,1,Food provides energy for the body
conversation_12,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,1,Food provides energy for the body
conversation_12,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,1,Food provides energy for the body
conversation_12,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,0,Food provides energy for the body
conversation_12,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,0,-1,Food provides energy for the body
conversation_12,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,1,1,Food provides energy for the body
conversation_12,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,2,1,Food provides energy for the body
conversation_12,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,3,0,Food provides energy for the body
conversation_12,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,4,0,Food provides energy for the body
conversation_12,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,5,0,Food provides energy for the body
conversation_12,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,6,1,Food provides energy for the body
conversation_13,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,0,1,Food provides energy for the body
conversation_13,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,1,1,Food provides energy for the body
conversation_13,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,2,1,Food provides energy for the body
conversation_13,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,3,1,Food provides energy for the body
conversation_13,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,4,1,Food provides energy for the body
conversation_13,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,5,1,Food provides energy for the body
conversation_13,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,6,0,Food provides energy for the body
conversation_13,Noah Sinclair,INFP,Highly Flexible,Writer,0,-1,Food provides energy for the body
conversation_13,Noah Sinclair,INFP,Highly Flexible,Writer,1,0.6,Food provides energy for the body
conversation_13,Noah Sinclair,INFP,Highly Flexible,Writer,2,0,Food provides energy for the body
conversation_13,Noah Sinclair,INFP,Highly Flexible,Writer,3,0,Food provides energy for the body
conversation_13,Noah Sinclair,INFP,Highly Flexible,Writer,4,0.1,Food provides energy for the body
conversation_13,Noah Sinclair,INFP,Highly Flexible,Writer,5,0,Food provides energy for the body
conversation_13,Noah Sinclair,INFP,Highly Flexible,Writer,6,1,Food provides energy for the body
conversation_13,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,0,1,Food provides energy for the body
conversation_13,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,1,0.6,Food provides energy for the body
conversation_13,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,2,0,Food provides energy for the body
conversation_13,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,3,0,Food provides energy for the body
conversation_13,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,4,0,Food provides energy for the body
conversation_13,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,5,0,Food provides energy for the body
conversation_13,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,6,0,Food provides energy for the body
conversation_13,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,0,-1,Food provides energy for the body
conversation_13,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,1,1,Food provides energy for the body
conversation_13,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,2,1,Food provides energy for the body
conversation_13,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,3,1,Food provides energy for the body
conversation_13,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,4,0,Food provides energy for the body
conversation_13,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,5,0,Food provides energy for the body
conversation_13,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,6,0,Food provides energy for the body
conversation_14,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,1,Food provides energy for the body
conversation_14,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,1,Food provides energy for the body
conversation_14,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,1,Food provides energy for the body
conversation_14,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,1,Food provides energy for the body
conversation_14,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,0.7,Food provides energy for the body
conversation_14,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,1,Food provides energy for the body
conversation_14,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,0.7,Food provides energy for the body
conversation_14,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,0,-1,Food provides energy for the body
conversation_14,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,1,1,Food provides energy for the body
conversation_14,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,2,1,Food provides energy for the body
conversation_14,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,3,0,Food provides energy for the body
conversation_14,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,4,1,Food provides energy for the body
conversation_14,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,5,1,Food provides energy for the body
conversation_14,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,6,0,Food provides energy for the body
conversation_14,Mason King,ISFP,Moderately Flexible,Social Worker,0,1,Food provides energy for the body
conversation_14,Mason King,ISFP,Moderately Flexible,Social Worker,1,0,Food provides energy for the body
conversation_14,Mason King,ISFP,Moderately Flexible,Social Worker,2,0.3,Food provides energy for the body
conversation_14,Mason King,ISFP,Moderately Flexible,Social Worker,3,0,Food provides energy for the body
conversation_14,Mason King,ISFP,Moderately Flexible,Social Worker,4,0,Food provides energy for the body
conversation_14,Mason King,ISFP,Moderately Flexible,Social Worker,5,0,Food provides energy for the body
conversation_14,Mason King,ISFP,Moderately Flexible,Social Worker,6,0.3,Food provides energy for the body
conversation_14,Noah Sinclair,INFP,Highly Flexible,Writer,0,-1,Food provides energy for the body
conversation_14,Noah Sinclair,INFP,Highly Flexible,Writer,1,1,Food provides energy for the body
conversation_14,Noah Sinclair,INFP,Highly Flexible,Writer,2,0,Food provides energy for the body
conversation_14,Noah Sinclair,INFP,Highly Flexible,Writer,3,0.4,Food provides energy for the body
conversation_14,Noah Sinclair,INFP,Highly Flexible,Writer,4,0.6,Food provides energy for the body
conversation_14,Noah Sinclair,INFP,Highly Flexible,Writer,5,0,Food provides energy for the body
conversation_14,Noah Sinclair,INFP,Highly Flexible,Writer,6,0.5,Food provides energy for the body
conversation_15,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,1,Food provides energy for the body
conversation_15,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,1,Food provides energy for the body
conversation_15,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,1,Food provides energy for the body
conversation_15,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,1,Food provides energy for the body
conversation_15,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,1,Food provides energy for the body
conversation_15,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,1,Food provides energy for the body
conversation_15,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,1,Food provides energy for the body
conversation_15,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,0,-1,Food provides energy for the body
conversation_15,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,1,1,Food provides energy for the body
conversation_15,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,2,1,Food provides energy for the body
conversation_15,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,3,1,Food provides energy for the body
conversation_15,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,4,1,Food provides energy for the body
conversation_15,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,5,1,Food provides energy for the body
conversation_15,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,6,1,Food provides energy for the body
conversation_15,Henry Walsh,ESTJ,Highy rigid,Military Officer,0,1,Food provides energy for the body
conversation_15,Henry Walsh,ESTJ,Highy rigid,Military Officer,1,1,Food provides energy for the body
conversation_15,Henry Walsh,ESTJ,Highy rigid,Military Officer,2,1,Food provides energy for the body
conversation_15,Henry Walsh,ESTJ,Highy rigid,Military Officer,3,1,Food provides energy for the body
conversation_15,Henry Walsh,ESTJ,Highy rigid,Military Officer,4,1,Food provides energy for the body
conversation_15,Henry Walsh,ESTJ,Highy rigid,Military Officer,5,1,Food provides energy for the body
conversation_15,Henry Walsh,ESTJ,Highy rigid,Military Officer,6,1,Food provides energy for the body
conversation_15,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,-1,Food provides energy for the body
conversation_15,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,1,Food provides energy for the body
conversation_15,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,1,Food provides energy for the body
conversation_15,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,1,Food provides energy for the body
conversation_15,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,0,Food provides energy for the body
conversation_15,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,1,Food provides energy for the body
conversation_15,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,1,Food provides energy for the body
conversation_16,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,0,1, Humans should colonize other planets instead of fixing Earth
conversation_16,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,1,-0.2, Humans should colonize other planets instead of fixing Earth
conversation_16,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,2,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,3,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,5,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Noah Sinclair,INFP,Highly Flexible,Writer,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Noah Sinclair,INFP,Highly Flexible,Writer,1,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_16,Noah Sinclair,INFP,Highly Flexible,Writer,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_16,Noah Sinclair,INFP,Highly Flexible,Writer,3,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Noah Sinclair,INFP,Highly Flexible,Writer,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Noah Sinclair,INFP,Highly Flexible,Writer,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_16,Noah Sinclair,INFP,Highly Flexible,Writer,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Mason King,ISFP,Moderately Flexible,Social Worker,0,1, Humans should colonize other planets instead of fixing Earth
conversation_16,Mason King,ISFP,Moderately Flexible,Social Worker,1,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_16,Mason King,ISFP,Moderately Flexible,Social Worker,2,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Mason King,ISFP,Moderately Flexible,Social Worker,3,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Mason King,ISFP,Moderately Flexible,Social Worker,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Mason King,ISFP,Moderately Flexible,Social Worker,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_16,Mason King,ISFP,Moderately Flexible,Social Worker,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,1,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,2,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,3,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,5,-1, Humans should colonize other planets instead of fixing Earth
conversation_16,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_17,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,0,1, Humans should colonize other planets instead of fixing Earth
conversation_17,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,1,0, Humans should colonize other planets instead of fixing Earth
conversation_17,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,2,0.2, Humans should colonize other planets instead of fixing Earth
conversation_17,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,3,0.2, Humans should colonize other planets instead of fixing Earth
conversation_17,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,4,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_17,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_17,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,6,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_17,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_17,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_17,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,-1, Humans should colonize other planets instead of fixing Earth
conversation_17,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_17,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_17,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_17,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_17,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,0,1, Humans should colonize other planets instead of fixing Earth
conversation_17,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,1,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,2,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,3,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,4,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,5,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,6,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Sophia Reed,ENTP,Highly Flexible,Creative Director,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_17,Sophia Reed,ENTP,Highly Flexible,Creative Director,1,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Sophia Reed,ENTP,Highly Flexible,Creative Director,2,0.2, Humans should colonize other planets instead of fixing Earth
conversation_17,Sophia Reed,ENTP,Highly Flexible,Creative Director,3,0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Sophia Reed,ENTP,Highly Flexible,Creative Director,4,0.8, Humans should colonize other planets instead of fixing Earth
conversation_17,Sophia Reed,ENTP,Highly Flexible,Creative Director,5,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_17,Sophia Reed,ENTP,Highly Flexible,Creative Director,6,0.2, Humans should colonize other planets instead of fixing Earth
conversation_18,Jackson Moore,ESTP,Moderately Rigid,Paramedic,0,1, Humans should colonize other planets instead of fixing Earth
